ファイル名,マシン,RUNパス,JUMPパス,形式,解像度,RUNサイズ,JUMPサイズ,RUN SHA-256,JUMP SHA-256,一致分類,COMMON化可否,採用正本,最終配置先,理由
buggy-rear-wheel.png,ラッキーバギー,boonrun/assets/cars/buggy-rear-wheel.png,boonjump/assets/cars/buggy-rear-wheel.png,png,88x88,8519,8519,35edd59fc7107b23a7c6341f87012ed0ab42daaae2e8ffeb9a06d1e12d84b97e,35edd59fc7107b23a7c6341f87012ed0ab42daaae2e8ffeb9a06d1e12d84b97e,完全一致,可,assets/machines/common/buggy/rear-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
buggy-front.png,ラッキーバギー,,boonjump/assets/cars/buggy-front.png,png,760x280,,11836,,d6a700ba7b27bbf19434bd26e20a7d4de9981d6c5102e6f8fcfd048600b119c7,JUMP現行表示用サブパーツ,可,assets/machines/common/buggy/front.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
buggy-rear.png,ラッキーバギー,,boonjump/assets/cars/buggy-rear.png,png,760x280,,10792,,da54dca731eb2aa43788bd59fd8101466790395601a382b5505983fda2876e5a,JUMP現行表示用サブパーツ,可,assets/machines/common/buggy/rear.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
buggy-complete.png,ラッキーバギー,boonrun/assets/cars/buggy-complete.png,,png,760x280,85123,,ef7786b276d3c9f0b44f2c561120aaedf1e1c07421980a4d22fda3efb601d048,,中立マシン画像,可,assets/machines/common/buggy/complete.png,COMMON + RUN runtime copy,RUNの安全なcomplete fallback。ゲーム固有演出なし。
bike-body.png,パワーバイク,boonrun/assets/cars/bike-body.png,boonjump/assets/cars/bike-body.png,png,760x280,109145,109145,3b0580637e4254c0158ac43afa364a554231c4045acd573b2ea22340e85bddf2,3b0580637e4254c0158ac43afa364a554231c4045acd573b2ea22340e85bddf2,完全一致,可,assets/machines/common/bike/body.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
bike-boost.png,パワーバイク,boonrun/assets/cars/bike-boost.png,boonjump/assets/cars/bike-boost.png,png,118x116,4389,4389,7718d32a290ed4b7596a71080e5ea0d1c852ae06658efa238ab92e61ca518fa1,7718d32a290ed4b7596a71080e5ea0d1c852ae06658efa238ab92e61ca518fa1,完全一致,可,assets/machines/common/bike/boost.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
bike-shadow.png,パワーバイク,boonrun/assets/cars/bike-shadow.png,boonjump/assets/cars/bike-shadow.png,png,760x280,804,804,8da7b82e6d6612213b0d7221b56c14b58bba6f1b7eddb10b9d0fb213360fcd44,8da7b82e6d6612213b0d7221b56c14b58bba6f1b7eddb10b9d0fb213360fcd44,完全一致,可,assets/machines/common/bike/shadow.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
bike-front-wheel.png,パワーバイク,boonrun/assets/cars/bike-front-wheel.png,boonjump/assets/cars/bike-front-wheel.png,png,62x70,6332,6332,d0177425b2595bb19fc14d6ac8a9a7068c9c4eb9e276668150ec49b811f9b275,d0177425b2595bb19fc14d6ac8a9a7068c9c4eb9e276668150ec49b811f9b275,完全一致,可,assets/machines/common/bike/front-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
bike-rear-wheel.png,パワーバイク,boonrun/assets/cars/bike-rear-wheel.png,boonjump/assets/cars/bike-rear-wheel.png,png,64x71,6379,6379,8168058a11afa31e55aad19928ba1ed4952baaf0e02d11860c032b4015834062,8168058a11afa31e55aad19928ba1ed4952baaf0e02d11860c032b4015834062,完全一致,可,assets/machines/common/bike/rear-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
bike-front.png,パワーバイク,,boonjump/assets/cars/bike-front.png,png,760x280,,8389,,e0cd9336dfbda8a6368a43b12493a32db5f90864302fb2ff1f9d8da55d2923f1,JUMP現行表示用サブパーツ,可,assets/machines/common/bike/front.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
bike-rear.png,パワーバイク,,boonjump/assets/cars/bike-rear.png,png,760x280,,8384,,418695a54f6e8cd91b0fbcae51e5528ed14cb37968d0d9a3ed78635ad5f5125c,JUMP現行表示用サブパーツ,可,assets/machines/common/bike/rear.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
bike-complete.png,パワーバイク,boonrun/assets/cars/bike-complete.png,,png,760x280,121730,,8e60459b6f81e30a180a2b27ef02670b25fb7cbf26ab07bada9299a89dbb8c4f,,中立マシン画像,可,assets/machines/common/bike/complete.png,COMMON + RUN runtime copy,RUNの安全なcomplete fallback。ゲーム固有演出なし。
sport-body.png,ニトロスポーツ,boonrun/assets/cars/sport-body.png,boonjump/assets/cars/sport-body.png,png,760x280,75533,75533,b630121396c0576f5081d6b85a1fd124deacf58ff2a8ec58d0a8c6495a00cd6f,b630121396c0576f5081d6b85a1fd124deacf58ff2a8ec58d0a8c6495a00cd6f,完全一致,可,assets/machines/common/sport/body.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
sport-boost.png,ニトロスポーツ,boonrun/assets/cars/sport-boost.png,boonjump/assets/cars/sport-boost.png,png,103x102,3853,3853,eaaa330cfa021d0bf57ffb058ca4af07246014e9661f7fc071543cf654ca5150,eaaa330cfa021d0bf57ffb058ca4af07246014e9661f7fc071543cf654ca5150,完全一致,可,assets/machines/common/sport/boost.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
sport-shadow.png,ニトロスポーツ,boonrun/assets/cars/sport-shadow.png,boonjump/assets/cars/sport-shadow.png,png,760x280,802,802,888419485fe4ac0585ba90b4339a64ace6564c4db6c420bc8467c344cf7f4a7c,888419485fe4ac0585ba90b4339a64ace6564c4db6c420bc8467c344cf7f4a7c,完全一致,可,assets/machines/common/sport/shadow.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
sport-front-wheel.png,ニトロスポーツ,boonrun/assets/cars/sport-front-wheel.png,boonjump/assets/cars/sport-front-wheel.png,png,92x92,9469,9469,ecdbf83b2a7c358ce69b2f1cb1ed914d900d6b542760a7070894b63528c1b315,ecdbf83b2a7c358ce69b2f1cb1ed914d900d6b542760a7070894b63528c1b315,完全一致,可,assets/machines/common/sport/front-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
sport-rear-wheel.png,ニトロスポーツ,boonrun/assets/cars/sport-rear-wheel.png,boonjump/assets/cars/sport-rear-wheel.png,png,92x92,9241,9241,1bd0408c00913d649076f2bf2db99b84503443a6faa805c29f49d1dbed27a9b3,1bd0408c00913d649076f2bf2db99b84503443a6faa805c29f49d1dbed27a9b3,完全一致,可,assets/machines/common/sport/rear-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
sport-front.png,ニトロスポーツ,,boonjump/assets/cars/sport-front.png,png,760x280,,11727,,9fdc829a67849945acb3bd24e4a08a0ec0cf8563afea6b355eb9c2243d8f2ff9,JUMP現行表示用サブパーツ,可,assets/machines/common/sport/front.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
sport-rear.png,ニトロスポーツ,,boonjump/assets/cars/sport-rear.png,png,760x280,,11446,,a6322e160f3757798d40f008a1a4f2659582b2965ba136be96506d1f339e563c,JUMP現行表示用サブパーツ,可,assets/machines/common/sport/rear.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
sport-complete.png,ニトロスポーツ,boonrun/assets/cars/sport-complete.png,,png,760x280,87316,,0817eeec0ee8773f4b58f37358e52dafed1de048199dd21416e885362844146f,,中立マシン画像,可,assets/machines/common/sport/complete.png,COMMON + RUN runtime copy,RUNの安全なcomplete fallback。ゲーム固有演出なし。
ssr-body.png,コズミックファントム,boonrun/assets/cars/ssr-body.png,boonjump/assets/cars/ssr-body.png,png,760x280,69634,69634,566c4a17a5b125b676e9024bfcc23e9c746e1edc47c9cde3867588b0b4f70cf3,566c4a17a5b125b676e9024bfcc23e9c746e1edc47c9cde3867588b0b4f70cf3,完全一致,可,assets/machines/common/ssr/body.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
ssr-boost.png,コズミックファントム,boonrun/assets/cars/ssr-boost.png,boonjump/assets/cars/ssr-boost.png,png,145x116,5733,5733,de9bb50c5221db574f7f73f306b6cebbf46fed5a8856cc892c9f99765b0c963f,de9bb50c5221db574f7f73f306b6cebbf46fed5a8856cc892c9f99765b0c963f,完全一致,可,assets/machines/common/ssr/boost.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
ssr-shadow.png,コズミックファントム,boonrun/assets/cars/ssr-shadow.png,boonjump/assets/cars/ssr-shadow.png,png,760x280,808,808,1430916a23e03746e74bca62201dfe2d8e295af9b98d523258bb9153136723cb,1430916a23e03746e74bca62201dfe2d8e295af9b98d523258bb9153136723cb,完全一致,可,assets/machines/common/ssr/shadow.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
ssr-front-wheel.png,コズミックファントム,boonrun/assets/cars/ssr-front-wheel.png,boonjump/assets/cars/ssr-front-wheel.png,png,57x63,4489,4489,f841e27eab5363c06b2cf455917cd673d24e37be5451b13204a19c059075552a,f841e27eab5363c06b2cf455917cd673d24e37be5451b13204a19c059075552a,完全一致,可,assets/machines/common/ssr/front-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
ssr-rear-wheel.png,コズミックファントム,boonrun/assets/cars/ssr-rear-wheel.png,boonjump/assets/cars/ssr-rear-wheel.png,png,57x63,4571,4571,437978045c492c42e8657f48d79d5ad5e0b56c9c3ef0ae49ef1408d9e97d0967,437978045c492c42e8657f48d79d5ad5e0b56c9c3ef0ae49ef1408d9e97d0967,完全一致,可,assets/machines/common/ssr/rear-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
ssr-front.png,コズミックファントム,,boonjump/assets/cars/ssr-front.png,png,760x280,,12378,,d5594d4d3a5bb055ac9816b2573d3278c9ee1cb86961c7bc54b0c85f79bc49a8,JUMP現行表示用サブパーツ,可,assets/machines/common/ssr/front.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
ssr-rear.png,コズミックファントム,,boonjump/assets/cars/ssr-rear.png,png,760x280,,16025,,a236d3c4c2f9bac2925ad64bc8824eba4a39fd8f222bc04c45ae21ef75a08c0c,JUMP現行表示用サブパーツ,可,assets/machines/common/ssr/rear.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
ssr-complete.png,コズミックファントム,boonrun/assets/cars/ssr-complete.png,,png,760x280,93591,,57cc7e79d739d7b826bf0e8d519e12f821fdd9a3313bc1222dbf24885a86852e,,中立マシン画像,可,assets/machines/common/ssr/complete.png,COMMON + RUN runtime copy,RUNの安全なcomplete fallback。ゲーム固有演出なし。
princess-body.png,プリンセス・スターライナー,boonrun/assets/cars/princess-body.png,boonjump/assets/cars/princess-body.png,png,760x280,187476,187476,54df9e8cf5fe4c8377beb3183dd3c08638bc8c8fa709b1c1a26bd19d2c731964,54df9e8cf5fe4c8377beb3183dd3c08638bc8c8fa709b1c1a26bd19d2c731964,完全一致,可,assets/machines/common/princess/body.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
princess-boost.png,プリンセス・スターライナー,boonrun/assets/cars/princess-boost.png,boonjump/assets/cars/princess-boost.png,png,760x280,3180,3180,c5172f959fb23d199466232ddcdfaa23a472354ceca1e697952f69160d3bd12c,c5172f959fb23d199466232ddcdfaa23a472354ceca1e697952f69160d3bd12c,完全一致,可,assets/machines/common/princess/boost.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
princess-shadow.png,プリンセス・スターライナー,boonrun/assets/cars/princess-shadow.png,boonjump/assets/cars/princess-shadow.png,png,760x280,6148,6148,c1ab025c5103fe99c7d61a02c46935a88753447c360736a2111c9cceac311be2,c1ab025c5103fe99c7d61a02c46935a88753447c360736a2111c9cceac311be2,完全一致,可,assets/machines/common/princess/shadow.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
princess-front-wheel.png,プリンセス・スターライナー,boonrun/assets/cars/princess-front-wheel.png,boonjump/assets/cars/princess-front-wheel.png,png,160x160,53542,53542,7ee7610c5cf85568fa31d7eff7d02abd45570a24685ac8bd8561ef2fcbd051e4,7ee7610c5cf85568fa31d7eff7d02abd45570a24685ac8bd8561ef2fcbd051e4,完全一致,可,assets/machines/common/princess/front-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
princess-rear-wheel.png,プリンセス・スターライナー,boonrun/assets/cars/princess-rear-wheel.png,boonjump/assets/cars/princess-rear-wheel.png,png,160x160,53542,53542,7ee7610c5cf85568fa31d7eff7d02abd45570a24685ac8bd8561ef2fcbd051e4,7ee7610c5cf85568fa31d7eff7d02abd45570a24685ac8bd8561ef2fcbd051e4,完全一致,可,assets/machines/common/princess/rear-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
princess-front.png,プリンセス・スターライナー,,boonjump/assets/cars/princess-front.png,png,760x280,,23672,,192d95b23d80295b7351e3614e97d13531dafea38413c49e1d0af098a6fe9a1a,JUMP現行表示用サブパーツ,可,assets/machines/common/princess/front.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
princess-rear.png,プリンセス・スターライナー,,boonjump/assets/cars/princess-rear.png,png,760x280,,23706,,15cc5319a2c6bc50c54982d45b2c533031dd266e118a6f19c568ec93c476c646,JUMP現行表示用サブパーツ,可,assets/machines/common/princess/rear.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
princess-complete.png,プリンセス・スターライナー,boonrun/assets/cars/princess-complete.png,,png,760x280,209110,,74811cd3e383618ea772af00cd696004352d54b86d54ba456e56626df8bb27d8,,中立マシン画像,可,assets/machines/common/princess/complete.png,COMMON + RUN runtime copy,RUNの安全なcomplete fallback。ゲーム固有演出なし。
valkyrie-body.png,ハイウェイ・ヴァルキリー,boonrun/assets/cars/valkyrie-body.png,boonjump/assets/cars/valkyrie-body.png,png,760x280,204268,204268,619413b1896710a6eb6abd1de14af07bc2b9fcee73c9d12473c3a889eb51c82a,619413b1896710a6eb6abd1de14af07bc2b9fcee73c9d12473c3a889eb51c82a,完全一致,可,assets/machines/common/valkyrie/body.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
valkyrie-boost.png,ハイウェイ・ヴァルキリー,boonrun/assets/cars/valkyrie-boost.png,boonjump/assets/cars/valkyrie-boost.png,png,760x280,14360,14360,fa3df1d365013a22aeb5a926f164f89637a5580531ae210a162da13445e342a7,fa3df1d365013a22aeb5a926f164f89637a5580531ae210a162da13445e342a7,完全一致,可,assets/machines/common/valkyrie/boost.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
valkyrie-shadow.png,ハイウェイ・ヴァルキリー,boonrun/assets/cars/valkyrie-shadow.png,boonjump/assets/cars/valkyrie-shadow.png,png,760x280,5013,5013,123aadd1429dc8df52192546ac956a1c0042fd28161118098bb754c514ffe2dd,123aadd1429dc8df52192546ac956a1c0042fd28161118098bb754c514ffe2dd,完全一致,可,assets/machines/common/valkyrie/shadow.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
valkyrie-front-wheel.png,ハイウェイ・ヴァルキリー,boonrun/assets/cars/valkyrie-front-wheel.png,boonjump/assets/cars/valkyrie-front-wheel.png,png,160x160,59479,59479,d551f643a81f276e540d6dbad3f76b96c67f09b164c0eaf2bd33582ba67f33ec,d551f643a81f276e540d6dbad3f76b96c67f09b164c0eaf2bd33582ba67f33ec,完全一致,可,assets/machines/common/valkyrie/front-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
valkyrie-rear-wheel.png,ハイウェイ・ヴァルキリー,boonrun/assets/cars/valkyrie-rear-wheel.png,boonjump/assets/cars/valkyrie-rear-wheel.png,png,160x160,59479,59479,d551f643a81f276e540d6dbad3f76b96c67f09b164c0eaf2bd33582ba67f33ec,d551f643a81f276e540d6dbad3f76b96c67f09b164c0eaf2bd33582ba67f33ec,完全一致,可,assets/machines/common/valkyrie/rear-wheel.png,COMMON + both runtime copies,SHA-256完全一致。車輪IDENTITY素材。
valkyrie-front.png,ハイウェイ・ヴァルキリー,,boonjump/assets/cars/valkyrie-front.png,png,760x280,,30032,,41b3d395dd2387a5ca8f0a49eda38b1f36877e00b0cef1240b2166a64a94b24b,JUMP現行表示用サブパーツ,可,assets/machines/common/valkyrie/front.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
valkyrie-rear.png,ハイウェイ・ヴァルキリー,,boonjump/assets/cars/valkyrie-rear.png,png,760x280,,30005,,30b4b6b89c05954aabfcc4929dedd9e715286278cd2e816b736030de8ac53acf,JUMP現行表示用サブパーツ,可,assets/machines/common/valkyrie/rear.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
valkyrie-complete.png,ハイウェイ・ヴァルキリー,boonrun/assets/cars/valkyrie-complete.png,,png,760x280,233746,,15588bfda348597ebd80fa57c233871d5a11a9748b2aceca02d71073ebd6e22f,,中立マシン画像,可,assets/machines/common/valkyrie/complete.png,COMMON + RUN runtime copy,RUNの安全なcomplete fallback。ゲーム固有演出なし。
secret-body.png,無敵のロケットアソブーン人間,boonrun/assets/cars/secret-body.png,boonjump/assets/cars/secret-body.png,png,760x280,24386,24386,fec8b0b5d9272480a4406fb10796868325c0706e318e453fc3c2668bfc1e3bd9,fec8b0b5d9272480a4406fb10796868325c0706e318e453fc3c2668bfc1e3bd9,完全一致,可,assets/machines/common/secret/body.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
secret-boost.png,無敵のロケットアソブーン人間,boonrun/assets/cars/secret-boost.png,boonjump/assets/cars/secret-boost.png,png,760x280,6769,6769,bd8e949695eebaabc5b45c85f9f025c6c07c31e2c7e628633be489b236a480b2,bd8e949695eebaabc5b45c85f9f025c6c07c31e2c7e628633be489b236a480b2,完全一致,可,assets/machines/common/secret/boost.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
secret-shadow.png,無敵のロケットアソブーン人間,boonrun/assets/cars/secret-shadow.png,boonjump/assets/cars/secret-shadow.png,png,760x280,862,862,3bac2efeff9449085c3984bfb6c89683ccf4636a0369a813a4caa5099c9fc958,3bac2efeff9449085c3984bfb6c89683ccf4636a0369a813a4caa5099c9fc958,完全一致,可,assets/machines/common/secret/shadow.png,COMMON + both runtime copies,SHA-256完全一致。機体IDENTITY素材。
secret-front.png,無敵のロケットアソブーン人間,,boonjump/assets/cars/secret-front.png,png,32x32,,355,,a4f985273cc253df1bd7f229ca1251d42ec8e5d16129320f7550ca9f0b7bd7fc,JUMP現行表示用サブパーツ,可,assets/machines/common/secret/front.png,COMMON + JUMP runtime copy,ゲームプレイVFXではなく車体表示パーツ。RUNは現行未使用。
